Fecha,PMCO,Est
2017-01-05,13.333333333333334,AJM
2017-01-06,20.375,AJM
2017-01-07,27.5,AJM
2017-01-08,22.041666666666668,AJM
2017-01-09,21.291666666666668,AJM
2017-01-10,22.0,AJM
2017-01-11,20.958333333333332,AJM
2017-01-12,23.291666666666668,AJM
2017-01-13,21.875,AJM
2017-01-14,24.916666666666668,AJM
2017-01-15,19.0,AJM
2017-01-16,18.875,AJM
2017-01-17,19.875,AJM
2017-01-18,21.25,AJM
2017-01-19,20.375,AJM
2017-01-20,14.541666666666666,AJM
2017-01-21,14.541666666666666,AJM
2017-01-22,11.958333333333334,AJM
2017-01-23,16.46145971081879,AJM
2017-01-24,19.458333333333332,AJM
2017-01-25,21.25,AJM
2017-01-26,29.541666666666668,AJM
2017-01-27,25.541666666666668,AJM
2017-01-28,32.791666666666664,AJM
2017-01-29,24.19362063148458,AJM
2017-01-30,23.041666666666668,AJM
2017-01-31,24.75,AJM
2017-02-01,23.083333333333332,AJM
2017-02-02,24.25,AJM
2017-02-03,22.583333333333332,AJM
2017-02-04,19.875,AJM
2017-02-05,15.333333333333334,AJM
2017-02-06,14.833333333333334,AJM
2017-02-07,24.333333333333332,AJM
2017-02-08,24.041666666666668,AJM
2017-02-09,32.04055313854558,AJM
