FECHA,HORA,AJM,BJU,CAM,FAR,GAM,HGM,INN,MER,MGH,MPA,PED,SAC,SAG,SFE,TLA,UIZ,XAL
1/1/2022,1,-99,20,10,-99,-99,-99,7,21,-99,13,15,-99,29,16,34,24,-99
1/1/2022,2,-99,20,18,-99,-99,-99,8,20,-99,12,13,-99,17,16,32,23,-99
1/1/2022,3,-99,18,16,-99,-99,-99,7,19,-99,13,16,-99,26,14,31,22,-99
1/1/2022,4,-99,16,11,-99,-99,-99,6,14,-99,13,15,-99,38,13,25,23,-99
1/1/2022,5,-99,15,17,-99,-99,-99,6,15,-99,12,9,-99,50,12,23,31,-99
1/1/2022,6,-99,16,11,-99,-99,-99,5,18,-99,12,8,-99,46,12,24,23,-99
1/1/2022,7,-99,15,10,-99,-99,-99,5,19,-99,16,8,-99,34,14,18,17,-99
1/1/2022,8,-99,14,10,-99,-99,-99,4,28,-99,13,6,-99,28,11,17,29,-99
1/1/2022,9,-99,16,5,-99,-99,-99,4,31,-99,17,10,-99,22,10,23,30,-99
1/1/2022,10,-99,23,8,-99,-99,-99,2,31,-99,16,12,-99,33,18,46,36,-99
1/1/2022,11,-99,23,12,-99,-99,-99,5,26,-99,19,15,-99,23,23,46,30,-99
1/1/2022,12,-99,22,24,-99,-99,-99,4,18,-99,15,16,-99,16,28,37,27,-99
1/1/2022,13,-99,17,-99,-99,-99,-99,5,15,-99,24,16,-99,13,30,34,19,-99
1/1/2022,14,-99,14,-99,-99,-99,-99,8,14,-99,21,16,-99,25,28,26,20,-99
1/1/2022,15,-99,15,-99,-99,-99,-99,19,15,-99,16,16,-99,18,24,25,18,-99
1/1/2022,16,-99,14,-99,-99,-99,-99,15,10,-99,18,14,-99,13,18,24,15,-99
1/1/2022,17,-99,13,-99,-99,-99,-99,21,9,-99,17,12,-99,8,17,19,14,-99
1/1/2022,18,-99,10,-99,-99,-99,-99,38,11,-99,16,10,-99,11,17,18,15,-99
1/1/2022,19,-99,16,-99,-99,-99,-99,24,14,-99,24,18,-99,20,20,18,17,-99
1/1/2022,20,-99,19,-99,-99,-99,-99,15,20,-99,22,15,-99,-99,17,35,15,-99
1/1/2022,21,-99,19,-99,-99,-99,-99,12,24,-99,28,12,-99,-99,15,32,-99,-99
1/1/2022,22,-99,18,-99,-99,-99,-99,10,51,-99,27,10,-99,-99,10,23,-99,-99
1/1/2022,23,-99,15,-99,-99,-99,-99,10,34,-99,20,7,-99,-99,7,19,-99,-99
1/1/2022,24,-99,11,-99,-99,-99,-99,3,34,-99,17,5,-99,-99,6,21,37,-99
1/2/2022,1,-99,15,-99,-99,-99,-99,2,32,-99,15,5,-99,-99,4,14,33,-99
1/2/2022,2,-99,20,-99,-99,-99,-99,2,25,-99,14,3,-99,20,3,8,32,-99
1/2/2022,3,-99,20,-99,-99,-99,-99,1,22,-99,10,4,-99,24,2,8,23,-99
1/2/2022,4,-99,17,-99,-99,-99,-99,-99,20,-99,7,4,-99,27,3,10,24,-99
1/2/2022,5,-99,14,-99,-99,-99,-99,-99,15,-99,6,2,-99,25,2,7,21,-99
1/2/2022,6,-99,12,-99,-99,-99,-99,-99,16,-99,6,-99,-99,19,2,8,20,-99
1/2/2022,7,-99,13,-99,-99,-99,-99,-99,22,-99,5,5,-99,32,3,11,20,-99
1/2/2022,8,-99,13,-99,-99,-99,-99,2,24,-99,13,5,-99,40,4,16,31,-99
1/2/2022,9,-99,18,-99,-99,-99,-99,4,26,-99,18,7,-99,21,5,21,39,-99
1/2/2022,10,-99,19,-99,-99,-99,-99,10,25,-99,11,7,-99,30,4,48,32,-99
1/2/2022,11,-99,16,-99,-99,-99,-99,24,20,-99,13,7,-99,30,3,36,24,-99
1/2/2022,12,-99,12,-99,-99,-99,-99,30,15,-99,12,8,-99,13,7,19,19,-99
1/2/2022,13,-99,11,-99,-99,-99,-99,21,13,-99,14,9,-99,15,8,25,19,-99
1/2/2022,14,-99,13,-99,-99,-99,-99,16,15,-99,22,8,-99,19,10,32,28,-99
1/2/2022,15,-99,13,-99,-99,-99,-99,22,21,-99,25,12,-99,20,17,-99,28,-99
1/2/2022,16,-99,22,-99,-99,-99,-99,30,24,-99,30,19,-99,72,22,90,49,-99
1/2/2022,17,-99,54,-99,-99,-99,-99,40,71,-99,50,31,-99,92,49,200,126,-99
1/2/2022,18,-99,64,-99,-99,-99,-99,156,63,-99,53,69,-99,55,312,520,140,-99
1/2/2022,19,-99,142,-99,-99,-99,-99,214,43,-99,51,192,-99,60,194,155,67,-99
1/2/2022,20,-99,51,-99,-99,-99,-99,66,48,-99,114,42,-99,45,54,53,47,-99
1/2/2022,21,-99,25,-99,-99,-99,-99,24,25,-99,80,21,-99,21,23,36,36,-99
1/2/2022,22,-99,13,-99,-99,-99,-99,13,19,-99,39,12,-99,12,13,25,22,-99
1/2/2022,23,-99,10,-99,-99,-99,-99,20,12,-99,19,9,-99,9,13,17,15,-99
1/2/2022,24,-99,8,-99,-99,-99,-99,12,9,-99,14,12,-99,5,17,18,15,-99
1/3/2022,1,-99,7,-99,-99,-99,-99,10,7,-99,13,8,-99,4,13,23,16,-99
1/3/2022,2,-99,7,-99,-99,-99,-99,12,5,-99,11,6,-99,5,9,14,6,-99
1/3/2022,3,-99,6,-99,-99,-99,-99,15,6,-99,10,7,-99,4,10,11,7,-99
1/3/2022,4,-99,6,-99,-99,-99,-99,17,5,-99,9,7,-99,5,11,12,7,-99
1/3/2022,5,-99,7,-99,-99,-99,-99,16,4,-99,11,7,-99,6,10,14,7,-99
1/3/2022,6,-99,7,-99,-99,-99,-99,17,8,-99,14,6,-99,7,11,18,7,-99
1/3/2022,7,-99,8,-99,-99,-99,-99,17,10,-99,14,8,-99,6,11,20,9,-99
1/3/2022,8,-99,13,-99,-99,-99,-99,18,12,-99,23,10,-99,9,14,29,13,-99
1/3/2022,9,-99,23,-99,-99,-99,-99,17,15,-99,18,13,-99,19,18,41,21,-99
1/3/2022,10,-99,22,-99,-99,-99,-99,28,16,-99,19,17,-99,28,23,45,30,-99
1/3/2022,11,-99,21,-99,-99,-99,-99,29,17,-99,25,22,-99,25,28,37,29,-99
1/3/2022,12,-99,25,-99,-99,-99,-99,38,22,-99,30,25,-99,26,31,45,34,-99
1/3/2022,13,-99,30,-99,-99,-99,-99,21,26,-99,36,29,-99,33,39,56,37,-99
1/3/2022,14,-99,31,-99,-99,-99,-99,21,31,-99,45,33,-99,48,44,79,36,-99
1/3/2022,15,-99,33,-99,-99,-99,-99,24,33,-99,-99,37,-99,54,41,80,38,-99
1/3/2022,16,-99,34,-99,-99,-99,-99,29,35,-99,-99,33,-99,39,46,86,43,-99
1/3/2022,17,-99,32,-99,-99,-99,-99,27,33,-99,-99,33,-99,45,51,60,46,-99
1/3/2022,18,-99,32,-99,-99,-99,-99,38,36,-99,-99,41,-99,39,50,58,49,-99
1/3/2022,19,-99,40,-99,-99,-99,-99,35,41,-99,-99,33,-99,38,46,56,59,-99
1/3/2022,20,-99,41,-99,-99,-99,-99,29,41,-99,-99,31,-99,38,38,54,65,-99
1/3/2022,21,-99,33,-99,-99,-99,-99,24,43,-99,-99,27,-99,38,31,48,47,-99
1/3/2022,22,-99,26,-99,-99,-99,-99,21,33,-99,-99,24,-99,35,29,42,46,-99
1/3/2022,23,-99,24,-99,-99,-99,-99,15,29,-99,-99,18,-99,25,25,41,39,-99
1/3/2022,24,-99,21,-99,-99,-99,-99,12,28,-99,-99,14,-99,24,20,29,37,-99
1/4/2022,1,-99,20,-99,-99,-99,-99,10,27,-99,-99,10,-99,28,14,36,36,-99
1/4/2022,2,-99,16,-99,-99,-99,-99,10,25,-99,-99,9,-99,29,12,29,43,-99
1/4/2022,3,-99,19,-99,-99,-99,-99,9,31,-99,-99,9,-99,38,13,25,47,-99
1/4/2022,4,-99,26,-99,-99,-99,-99,8,26,-99,-99,9,-99,53,12,24,44,-99
1/4/2022,5,-99,31,-99,-99,-99,-99,5,24,-99,-99,7,-99,45,10,19,44,-99
1/4/2022,6,-99,26,-99,-99,-99,-99,4,24,-99,-99,7,-99,28,10,24,41,-99
1/4/2022,7,-99,23,-99,-99,-99,-99,5,30,-99,-99,7,-99,28,11,39,41,-99
1/4/2022,8,-99,30,-99,-99,-99,-99,5,37,-99,-99,10,-99,37,11,45,54,-99
1/4/2022,9,-99,31,-99,-99,-99,-99,4,35,-99,-99,19,-99,43,10,48,64,-99
1/4/2022,10,-99,30,-99,-99,-99,-99,4,31,-99,-99,31,-99,47,18,50,59,-99
1/4/2022,11,-99,30,-99,-99,-99,-99,6,27,-99,-99,25,-99,34,22,44,52,-99
1/4/2022,12,-99,24,-99,-99,-99,-99,7,23,-99,-99,19,-99,36,26,49,30,-99
1/4/2022,13,-99,18,-99,-99,-99,-99,10,19,-99,-99,17,-99,35,25,50,22,-99
1/4/2022,14,-99,17,-99,-99,-99,-99,10,19,-99,-99,16,-99,22,17,35,-99,-99
1/4/2022,15,-99,16,-99,-99,-99,-99,5,17,-99,-99,14,-99,23,13,23,-99,-99
1/4/2022,16,-99,11,-99,-99,-99,-99,9,14,-99,-99,14,-99,19,17,27,-99,-99
1/4/2022,17,-99,10,-99,-99,-99,-99,19,13,-99,-99,12,-99,19,23,26,-99,-99
1/4/2022,18,-99,13,-99,-99,-99,-99,18,18,-99,-99,14,-99,25,23,33,-99,-99
1/4/2022,19,-99,24,-99,-99,-99,-99,34,24,-99,-99,22,-99,34,25,52,62,-99
1/4/2022,20,-99,29,-99,-99,-99,-99,15,42,-99,-99,17,-99,69,18,73,51,-99
1/4/2022,21,-99,42,-99,-99,-99,-99,13,39,-99,-99,15,-99,51,21,81,67,-99
1/4/2022,22,-99,36,-99,-99,-99,-99,12,40,-99,-99,15,-99,41,21,67,41,-99
1/4/2022,23,-99,33,-99,-99,-99,-99,11,44,-99,-99,16,-99,59,22,53,41,-99
1/4/2022,24,-99,28,-99,-99,-99,-99,11,35,-99,-99,14,-99,65,18,45,39,-99
1/5/2022,1,-99,22,-99,-99,-99,-99,10,36,-99,-99,12,-99,50,14,34,42,-99
1/5/2022,2,-99,18,-99,-99,-99,-99,11,28,-99,-99,10,-99,50,14,33,39,-99
1/5/2022,3,-99,19,-99,-99,-99,-99,9,44,-99,-99,8,-99,52,13,25,37,-99
1/5/2022,4,-99,16,-99,-99,-99,-99,9,46,-99,-99,8,-99,35,12,21,61,-99
1/5/2022,5,-99,20,-99,-99,-99,-99,11,36,-99,-99,8,-99,39,13,20,63,-99
1/5/2022,6,-99,20,-99,-99,-99,-99,18,38,-99,-99,9,-99,26,14,22,40,-99
1/5/2022,7,-99,22,-99,-99,-99,-99,10,38,-99,-99,15,-99,29,14,27,41,-99
1/5/2022,8,-99,23,-99,-99,-99,-99,10,40,-99,-99,17,-99,44,17,35,43,-99
1/5/2022,9,-99,27,-99,-99,-99,-99,8,37,-99,-99,20,-99,51,16,63,47,-99
1/5/2022,10,-99,28,-99,-99,-99,-99,8,43,-99,-99,28,-99,33,33,84,59,-99
1/5/2022,11,-99,27,-99,-99,-99,-99,10,31,-99,-99,32,-99,40,31,66,59,-99
1/5/2022,12,-99,25,-99,-99,-99,-99,13,26,-99,-99,27,-99,-99,24,52,38,-99
1/5/2022,13,-99,16,-99,-99,-99,-99,18,15,-99,-99,13,-99,27,19,35,26,-99
1/5/2022,14,-99,7,-99,-99,-99,-99,18,11,-99,-99,10,-99,14,18,26,17,-99
1/5/2022,15,-99,9,-99,-99,-99,-99,17,11,-99,-99,10,-99,18,15,22,18,-99
1/5/2022,16,-99,12,-99,-99,-99,-99,17,11,-99,-99,11,-99,20,19,25,15,-99
1/5/2022,17,-99,13,-99,-99,-99,-99,21,14,-99,-99,10,-99,18,18,-99,15,-99
1/5/2022,18,-99,15,-99,-99,-99,-99,21,17,-99,-99,18,-99,20,22,-99,35,-99
1/5/2022,19,-99,24,-99,-99,-99,-99,17,44,-99,-99,19,-99,75,26,-99,79,-99
1/5/2022,20,-99,30,-99,-99,-99,-99,15,35,-99,-99,18,-99,43,26,-99,57,-99
1/5/2022,21,-99,32,-99,-99,-99,-99,11,36,-99,-99,24,-99,38,20,-99,-99,-99
1/5/2022,22,-99,26,-99,-99,-99,-99,10,33,-99,-99,19,-99,40,18,-99,-99,-99
1/5/2022,23,-99,26,-99,-99,-99,-99,8,37,-99,-99,19,-99,35,17,-99,-99,-99
1/5/2022,24,-99,26,-99,-99,-99,-99,8,36,-99,-99,12,-99,33,14,-99,-99,-99
1/6/2022,1,-99,24,-99,-99,-99,-99,8,30,-99,-99,10,-99,31,12,43,29,-99
1/6/2022,2,-99,19,-99,-99,-99,-99,7,25,-99,-99,9,-99,47,11,39,32,-99
1/6/2022,3,-99,16,-99,-99,-99,-99,6,21,-99,-99,9,-99,45,11,30,30,-99
1/6/2022,4,-99,13,-99,-99,-99,-99,6,21,-99,-99,8,-99,33,9,25,31,-99
1/6/2022,5,-99,16,-99,-99,-99,-99,6,23,-99,-99,8,-99,29,14,25,27,-99
1/6/2022,6,-99,17,-99,-99,-99,-99,6,32,-99,-99,10,-99,30,15,27,26,-99
1/6/2022,7,-99,20,-99,-99,-99,-99,6,35,-99,-99,13,-99,30,10,32,35,-99
1/6/2022,8,-99,28,-99,-99,-99,-99,6,31,-99,-99,16,-99,39,12,45,46,-99
1/6/2022,9,-99,25,-99,-99,-99,-99,13,38,-99,-99,21,-99,51,14,48,43,-99
1/6/2022,10,-99,23,-99,-99,-99,-99,9,36,-99,-99,20,-99,36,38,55,44,-99
1/6/2022,11,-99,24,-99,-99,-99,-99,11,32,-99,-99,28,-99,30,29,66,46,-99
1/6/2022,12,-99,20,-99,-99,-99,-99,13,23,-99,-99,22,-99,30,33,49,40,-99
1/6/2022,13,-99,19,-99,-99,-99,-99,11,-99,-99,-99,19,-99,24,25,33,33,-99
1/6/2022,14,-99,16,-99,-99,-99,-99,12,-99,-99,-99,15,-99,23,20,39,27,-99
1/6/2022,15,-99,20,-99,-99,-99,-99,16,-99,-99,-99,28,-99,20,27,27,41,-99
1/6/2022,16,-99,23,-99,-99,-99,-99,21,-99,-99,-99,19,-99,20,29,33,33,-99
1/6/2022,17,-99,25,-99,-99,-99,-99,19,26,-99,-99,19,-99,26,30,29,30,-99
1/6/2022,18,-99,25,-99,-99,-99,-99,21,26,-99,-99,22,-99,35,31,40,30,-99
1/6/2022,19,-99,44,-99,-99,-99,-99,19,61,-99,-99,43,-99,66,32,26,111,-99
1/6/2022,20,-99,12,-99,-99,-99,-99,7,12,-99,-99,25,-99,80,9,16,16,-99
1/6/2022,21,-99,7,-99,-99,-99,-99,4,5,-99,-99,5,-99,21,7,14,9,-99
1/6/2022,22,-99,9,-99,-99,-99,-99,2,9,-99,-99,5,-99,17,6,16,17,-99
1/6/2022,23,-99,10,-99,-99,-99,-99,2,14,-99,-99,4,-99,23,5,19,38,-99
1/6/2022,24,-99,9,-99,-99,-99,-99,2,13,-99,-99,5,-99,26,5,13,34,-99
1/7/2022,1,-99,6,-99,-99,-99,-99,2,13,-99,-99,4,-99,20,4,19,29,-99
1/7/2022,2,-99,5,-99,-99,-99,-99,3,14,-99,-99,4,-99,14,6,13,18,-99
1/7/2022,3,-99,6,-99,-99,-99,-99,3,10,-99,-99,5,-99,30,5,10,19,-99
1/7/2022,4,-99,6,-99,-99,-99,-99,3,7,-99,-99,5,-99,16,5,13,18,-99
1/7/2022,5,-99,7,-99,-99,-99,-99,3,9,-99,-99,5,-99,16,7,13,15,-99
1/7/2022,6,-99,9,-99,-99,-99,-99,3,15,-99,-99,5,-99,19,8,16,15,-99
1/7/2022,7,-99,13,-99,-99,-99,-99,3,21,-99,-99,22,-99,19,11,20,17,-99
1/7/2022,8,-99,18,-99,-99,-99,-99,3,21,-99,-99,16,-99,22,16,35,23,-99
1/7/2022,9,-99,24,-99,-99,-99,-99,4,22,-99,-99,16,-99,36,11,52,29,-99
1/7/2022,10,-99,21,-99,-99,-99,-99,8,23,-99,-99,15,-99,-99,26,50,37,-99
1/7/2022,11,-99,20,-99,-99,-99,-99,6,21,-99,-99,17,-99,32,26,44,40,-99
1/7/2022,12,-99,19,-99,-99,-99,-99,7,18,-99,-99,19,-99,21,29,31,31,-99
1/7/2022,13,-99,19,-99,-99,-99,-99,9,15,-99,-99,18,-99,21,30,31,23,-99
1/7/2022,14,-99,15,-99,-99,-99,-99,13,9,-99,-99,16,-99,18,18,18,17,-99
1/7/2022,15,-99,21,-99,-99,-99,-99,18,11,-99,-99,13,-99,18,17,19,18,-99
1/7/2022,16,-99,20,-99,-99,-99,-99,17,19,-99,-99,12,-99,17,18,20,40,-99
1/7/2022,17,-99,23,-99,-99,-99,-99,-99,22,-99,-99,19,-99,28,20,31,38,-99
1/7/2022,18,-99,30,-99,-99,-99,-99,-99,26,-99,-99,22,-99,26,24,35,41,-99
1/7/2022,19,-99,33,-99,-99,-99,-99,-99,21,-99,-99,44,-99,28,28,35,46,-99
1/7/2022,20,-99,14,-99,-99,-99,-99,3,11,-99,-99,15,-99,29,9,11,30,-99
1/7/2022,21,-99,8,-99,-99,-99,-99,2,7,-99,-99,6,-99,15,6,11,17,-99
1/7/2022,22,-99,11,-99,-99,-99,-99,2,10,-99,-99,8,-99,13,6,16,16,-99
1/7/2022,23,-99,15,-99,-99,-99,-99,2,22,-99,-99,7,-99,20,8,18,27,-99
1/7/2022,24,-99,14,-99,-99,-99,-99,2,21,-99,-99,6,-99,28,6,23,32,-99
1/8/2022,1,-99,11,-99,-99,-99,-99,2,21,-99,-99,5,-99,31,5,16,24,-99
1/8/2022,2,-99,10,-99,-99,-99,-99,2,17,-99,-99,5,-99,30,4,18,32,-99
1/8/2022,3,-99,12,-99,-99,-99,-99,3,18,-99,-99,7,-99,40,5,13,35,-99
1/8/2022,4,-99,11,-99,-99,-99,-99,4,25,-99,-99,6,-99,29,5,14,36,-99
1/8/2022,5,-99,9,-99,-99,-99,-99,6,27,-99,-99,4,-99,26,5,11,36,-99
1/8/2022,6,-99,10,-99,-99,-99,-99,4,29,-99,-99,4,-99,30,7,13,22,-99
1/8/2022,7,-99,10,-99,-99,-99,-99,4,27,-99,-99,5,-99,30,9,19,21,-99
1/8/2022,8,-99,16,-99,-99,-99,-99,4,17,-99,-99,8,-99,38,10,25,25,-99
1/8/2022,9,-99,19,-99,-99,-99,-99,3,19,-99,-99,11,-99,31,10,29,28,-99
1/8/2022,10,-99,18,-99,-99,-99,-99,7,25,-99,-99,13,-99,36,17,35,27,-99
1/8/2022,11,-99,21,-99,-99,-99,-99,7,21,-99,-99,15,-99,26,22,33,24,-99
1/8/2022,12,-99,15,-99,-99,-99,-99,8,17,-99,-99,12,-99,19,18,26,25,-99
1/8/2022,13,-99,13,-99,-99,-99,-99,9,10,-99,-99,10,-99,15,16,34,21,-99
1/8/2022,14,-99,12,-99,-99,-99,-99,12,11,-99,-99,10,-99,13,14,24,12,-99
1/8/2022,15,-99,12,-99,-99,-99,-99,-99,11,-99,-99,10,-99,15,14,28,14,-99
1/8/2022,16,-99,10,-99,-99,-99,-99,-99,11,-99,-99,10,-99,27,18,26,12,-99
1/8/2022,17,-99,12,-99,-99,-99,-99,-99,11,-99,-99,11,-99,28,23,25,17,-99
1/8/2022,18,-99,15,-99,-99,-99,-99,-99,15,-99,-99,10,-99,40,7,28,30,-99
1/8/2022,19,-99,13,-99,-99,-99,-99,3,14,-99,-99,7,-99,34,5,26,30,-99
1/8/2022,20,-99,12,-99,-99,-99,-99,3,17,-99,-99,7,-99,64,9,50,26,-99
1/8/2022,21,-99,31,-99,-99,-99,-99,8,26,-99,-99,21,-99,57,25,35,59,-99
1/8/2022,22,-99,10,-99,-99,-99,-99,10,10,-99,-99,8,-99,16,11,24,18,-99
1/8/2022,23,-99,5,-99,-99,-99,-99,5,5,-99,-99,6,-99,6,6,11,5,-99
1/8/2022,24,-99,4,-99,-99,-99,-99,3,4,-99,-99,5,-99,5,6,8,6,-99
1/9/2022,1,-99,5,-99,-99,-99,-99,2,4,-99,-99,4,-99,5,5,8,9,-99
1/9/2022,2,-99,4,-99,-99,-99,-99,2,4,-99,-99,3,-99,5,3,11,8,-99
1/9/2022,3,-99,5,-99,-99,-99,-99,2,5,-99,-99,4,-99,6,4,7,12,-99
1/9/2022,4,-99,5,-99,-99,-99,-99,2,4,-99,-99,3,-99,7,3,13,13,-99
1/9/2022,5,-99,8,-99,-99,-99,-99,6,9,-99,-99,6,-99,7,4,9,10,-99
1/9/2022,6,-99,7,-99,-99,-99,-99,2,8,-99,-99,6,-99,9,4,7,8,-99
1/9/2022,7,-99,13,-99,-99,-99,-99,2,10,-99,-99,3,-99,10,5,8,14,-99
1/9/2022,8,-99,14,-99,-99,-99,-99,3,13,-99,-99,5,-99,8,9,14,13,-99
1/9/2022,9,-99,12,-99,-99,-99,-99,2,12,-99,-99,6,-99,13,7,21,18,-99
1/9/2022,10,-99,9,-99,-99,-99,-99,3,9,-99,-99,6,-99,12,8,21,16,-99
1/9/2022,11,-99,10,-99,-99,-99,-99,6,8,-99,-99,6,-99,12,10,22,15,-99
1/9/2022,12,-99,12,-99,-99,-99,-99,11,6,-99,-99,7,-99,14,9,30,15,-99
1/9/2022,13,-99,8,-99,-99,-99,-99,12,7,-99,-99,6,-99,12,7,23,11,-99
1/9/2022,14,-99,9,-99,-99,-99,-99,10,6,-99,-99,6,-99,6,8,20,10,-99
1/9/2022,15,-99,8,-99,-99,-99,-99,12,4,-99,-99,8,-99,6,10,18,8,-99
1/9/2022,16,-99,8,-99,-99,-99,-99,10,5,-99,-99,6,-99,8,14,14,8,-99
1/9/2022,17,-99,6,-99,-99,-99,-99,-99,4,-99,-99,8,-99,12,10,13,9,-99
1/9/2022,18,-99,6,-99,-99,-99,-99,-99,8,-99,-99,11,-99,17,8,24,11,-99
1/9/2022,19,-99,14,-99,-99,-99,-99,-99,23,-99,-99,11,-99,29,16,36,17,-99
1/9/2022,20,-99,20,-99,-99,-99,-99,23,13,-99,-99,17,-99,23,17,26,16,-99
1/9/2022,21,-99,13,-99,-99,-99,-99,20,11,-99,-99,10,-99,20,11,21,17,-99
1/9/2022,22,-99,11,-99,-99,-99,-99,8,10,-99,-99,9,-99,13,11,22,16,-99
1/9/2022,23,-99,11,-99,-99,-99,-99,4,8,-99,-99,9,-99,9,12,20,17,-99
1/9/2022,24,-99,11,-99,-99,-99,-99,4,10,-99,-99,7,-99,10,8,17,14,-99
1/10/2022,1,-99,8,-99,-99,-99,-99,5,15,-99,-99,5,-99,9,6,18,16,-99
1/10/2022,2,-99,7,-99,-99,-99,-99,3,12,-99,-99,4,-99,7,5,16,13,-99
1/10/2022,3,-99,7,-99,-99,-99,-99,5,8,-99,-99,4,-99,10,5,13,19,-99
1/10/2022,4,-99,8,-99,-99,-99,-99,4,9,-99,-99,3,-99,7,5,10,15,-99
1/10/2022,5,-99,7,-99,-99,-99,-99,5,6,-99,-99,3,-99,5,7,10,15,-99
1/10/2022,6,-99,6,-99,-99,-99,-99,5,9,-99,-99,5,-99,7,10,15,15,-99
1/10/2022,7,-99,8,-99,-99,-99,-99,3,8,-99,-99,5,-99,12,12,23,18,-99
1/10/2022,8,-99,10,-99,-99,-99,-99,-99,9,-99,-99,6,-99,27,11,41,19,-99
1/10/2022,9,-99,8,-99,-99,-99,-99,6,11,-99,-99,6,-99,37,6,35,25,-99
1/10/2022,10,-99,12,-99,-99,-99,-99,7,13,-99,-99,6,-99,21,7,28,22,-99
1/10/2022,11,-99,10,-99,-99,-99,-99,5,12,-99,-99,-99,-99,14,8,21,25,-99
1/10/2022,12,-99,9,-99,-99,-99,-99,11,8,-99,-99,-99,-99,17,9,22,20,-99
1/10/2022,13,-99,11,-99,-99,-99,-99,8,7,-99,-99,-99,-99,13,12,22,16,-99
1/10/2022,14,-99,11,-99,-99,-99,-99,11,9,-99,-99,-99,-99,13,16,27,16,-99
1/10/2022,15,-99,14,-99,-99,-99,-99,17,12,-99,-99,11,-99,39,17,39,21,-99
1/10/2022,16,-99,24,-99,-99,-99,-99,17,20,-99,-99,22,-99,21,22,61,39,-99
1/10/2022,17,-99,23,-99,-99,-99,-99,26,15,-99,-99,23,-99,40,27,44,40,-99
1/10/2022,18,-99,20,-99,-99,-99,-99,23,-99,-99,-99,27,-99,22,27,42,53,-99
1/10/2022,19,-99,17,-99,-99,-99,-99,18,-99,-99,-99,18,-99,21,16,53,-99,-99
1/10/2022,20,-99,-99,-99,-99,-99,-99,13,-99,-99,-99,11,-99,17,17,55,13,-99
1/10/2022,21,-99,9,-99,-99,-99,-99,8,-99,-99,-99,7,-99,10,13,33,8,-99
1/10/2022,22,-99,9,-99,-99,-99,-99,2,-99,-99,-99,8,-99,8,-99,22,8,-99
1/10/2022,23,-99,7,-99,-99,-99,-99,2,-99,-99,-99,6,-99,7,-99,8,10,-99
1/10/2022,24,-99,5,-99,-99,-99,-99,3,-99,-99,-99,3,-99,6,-99,9,13,-99
1/11/2022,1,-99,4,-99,-99,-99,-99,2,-99,-99,-99,3,-99,5,-99,7,12,-99
1/11/2022,2,-99,3,-99,-99,-99,-99,3,-99,-99,-99,2,-99,3,-99,-99,9,-99
1/11/2022,3,-99,2,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,5,-99,5,8,-99
1/11/2022,4,-99,2,-99,-99,-99,-99,5,-99,-99,-99,1,-99,4,-99,4,11,-99
1/11/2022,5,-99,2,-99,-99,-99,-99,4,-99,-99,-99,1,-99,-99,-99,4,7,-99
1/11/2022,6,-99,4,-99,-99,-99,-99,2,-99,-99,-99,2,-99,4,1,9,9,-99
1/11/2022,7,-99,4,-99,-99,-99,-99,2,-99,-99,-99,3,-99,6,2,9,11,-99
1/11/2022,8,-99,6,-99,-99,-99,-99,2,-99,-99,-99,5,-99,13,3,14,17,-99
1/11/2022,9,-99,10,-99,-99,-99,-99,2,-99,-99,-99,6,-99,9,3,15,18,-99
1/11/2022,10,-99,11,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,10,6,17,20,-99
1/11/2022,11,-99,12,-99,-99,-99,-99,3,-99,-99,-99,8,-99,17,7,27,20,-99
1/11/2022,12,-99,13,-99,-99,-99,-99,6,-99,-99,-99,9,-99,15,10,26,20,-99
1/11/2022,13,-99,14,-99,-99,-99,-99,8,-99,-99,-99,9,-99,14,12,24,20,-99
1/11/2022,14,-99,14,-99,-99,-99,-99,10,-99,-99,-99,11,-99,15,13,26,17,-99
1/11/2022,15,-99,12,-99,-99,-99,-99,13,-99,-99,-99,10,-99,15,10,25,17,-99
1/11/2022,16,-99,12,-99,-99,-99,-99,16,-99,-99,-99,11,-99,12,16,32,17,-99
1/11/2022,17,-99,15,-99,-99,-99,-99,16,-99,-99,-99,17,-99,15,15,29,20,-99
1/11/2022,18,-99,14,-99,-99,-99,-99,16,-99,-99,-99,16,-99,21,19,32,18,-99
1/11/2022,19,-99,23,-99,-99,-99,-99,16,15,-99,-99,19,-99,28,21,43,21,-99
1/11/2022,20,-99,23,-99,-99,-99,-99,15,21,-99,-99,19,-99,24,24,55,30,-99
1/11/2022,21,-99,28,-99,-99,-99,-99,15,21,-99,-99,21,-99,19,23,-99,23,-99
1/11/2022,22,-99,19,-99,-99,-99,-99,11,20,-99,-99,15,-99,21,15,19,30,-99
1/11/2022,23,-99,11,-99,-99,-99,-99,8,12,-99,-99,10,-99,11,13,14,23,-99
1/11/2022,24,-99,9,-99,-99,-99,-99,5,10,-99,-99,9,-99,8,11,21,15,-99
1/12/2022,1,-99,7,-99,-99,-99,-99,8,7,-99,-99,9,-99,5,10,19,13,-99
1/12/2022,2,-99,7,-99,-99,-99,-99,8,10,-99,-99,7,-99,7,8,13,16,-99
1/12/2022,3,-99,6,-99,-99,-99,-99,5,12,-99,-99,6,-99,6,8,11,9,-99
