FECHA,HORA,AJM,BJU,CAM,FAR,GAM,HGM,INN,MER,MGH,MPA,PED,SAC,SAG,SFE,TLA,UIZ,XAL
5/22/2022,9,-99,22,-99,-99,-99,-99,-99,23,-99,-99,24,-99,56,17,52,28,-99
5/22/2022,10,-99,21,-99,-99,-99,-99,-99,28,-99,-99,22,-99,38,27,36,28,-99
5/22/2022,11,-99,19,-99,-99,-99,-99,-99,25,-99,-99,20,-99,34,30,40,24,-99
5/22/2022,12,-99,18,-99,-99,-99,-99,-99,20,-99,-99,20,-99,32,28,39,20,-99
5/22/2022,13,-99,16,-99,-99,-99,-99,-99,19,-99,-99,17,-99,27,26,29,18,-99
5/22/2022,14,-99,24,-99,-99,-99,-99,-99,22,-99,-99,16,-99,202,21,27,95,-99
5/22/2022,15,-99,146,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,90,95,175,157,-99
5/22/2022,16,-99,16,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,34,17,78,10,-99
5/22/2022,17,-99,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,10,10,21,11,-99
5/22/2022,18,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,12,8,7,7,-99
5/22/2022,19,-99,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,18,10,15,7,-99
5/22/2022,20,-99,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,26,13,26,12,-99
5/22/2022,21,-99,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,25,12,21,13,-99
5/22/2022,22,-99,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,24,11,23,11,-99
5/22/2022,23,-99,13,-99,-99,-99,-99,-99,-99,-99,-99,19,-99,19,11,25,12,-99
5/22/2022,24,-99,12,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,20,10,34,14,-99
5/23/2022,1,-99,12,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,14,11,23,15,-99
5/23/2022,2,-99,11,-99,-99,-99,-99,-99,-99,-99,-99,8,-99,14,15,20,13,-99
5/23/2022,3,-99,11,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,14,9,25,14,-99
5/23/2022,4,-99,10,-99,-99,-99,-99,-99,-99,-99,-99,8,-99,15,15,19,11,-99
5/23/2022,5,-99,10,-99,-99,-99,-99,-99,-99,-99,-99,11,-99,19,13,15,12,-99
5/23/2022,6,-99,11,-99,-99,-99,-99,-99,-99,-99,-99,13,-99,24,15,23,17,-99
5/23/2022,7,-99,15,-99,-99,-99,-99,-99,-99,-99,-99,14,-99,34,17,27,23,-99
5/23/2022,8,-99,18,-99,-99,-99,-99,-99,-99,-99,-99,16,-99,33,17,29,29,-99
5/23/2022,9,-99,19,-99,-99,-99,-99,-99,-99,-99,-99,19,-99,28,16,29,24,-99
5/23/2022,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,22,-99,28,21,38,23,-99
5/23/2022,11,-99,16,-99,-99,-99,-99,-99,-99,-99,-99,21,-99,32,25,30,19,-99
5/23/2022,12,-99,18,-99,-99,-99,-99,-99,-99,-99,-99,23,-99,39,22,32,21,-99
5/23/2022,13,-99,17,-99,-99,-99,-99,-99,-99,-99,-99,20,-99,44,19,31,21,-99
5/23/2022,14,-99,21,-99,-99,-99,-99,-99,-99,-99,-99,19,-99,35,24,28,26,-99
5/23/2022,15,-99,35,-99,-99,-99,-99,-99,-99,-99,-99,49,-99,29,34,23,101,-99
5/23/2022,16,-99,28,-99,-99,-99,-99,-99,-99,-99,-99,39,-99,67,45,36,39,-99
5/23/2022,17,-99,37,-99,-99,-99,-99,-99,-99,-99,-99,27,-99,22,19,31,31,-99
5/23/2022,18,-99,7,-99,-99,-99,-99,-99,-99,-99,-99,6,-99,29,8,9,12,-99
5/23/2022,19,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,9,4,7,6,-99
5/23/2022,20,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,7,3,10,6,-99
5/23/2022,21,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,4,-99,4,5,-99
5/23/2022,22,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,5,1,2,3,-99
5/23/2022,23,-99,2,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,8,4,5,3,-99
5/23/2022,24,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,6,4,7,4,-99
5/24/2022,1,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,8,3,8,5,-99
5/24/2022,2,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,8,3,6,6,-99
5/24/2022,3,-99,3,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,8,5,10,8,-99
5/24/2022,4,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,5,-99,9,2,10,7,-99
5/24/2022,5,-99,4,-99,-99,-99,-99,-99,-99,-99,-99,5,-99,15,6,14,9,-99
5/24/2022,6,-99,6,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,20,8,22,11,-99
5/24/2022,7,-99,11,-99,-99,-99,-99,-99,-99,-99,-99,10,-99,19,11,30,12,-99
5/24/2022,8,-99,13,-99,-99,-99,-99,-99,-99,-99,-99,17,-99,38,12,38,17,-99
5/24/2022,9,-99,17,-99,-99,-99,-99,-99,-99,-99,-99,13,-99,29,21,31,24,-99
5/24/2022,10,-99,17,-99,-99,-99,-99,-99,-99,-99,-99,16,-99,23,30,30,21,-99
5/24/2022,11,-99,14,-99,-99,-99,-99,-99,-99,-99,-99,20,-99,19,21,33,19,-99
5/24/2022,12,-99,11,-99,-99,-99,-99,-99,-99,-99,-99,15,-99,22,10,27,15,-99
5/24/2022,13,-99,10,-99,-99,-99,-99,-99,-99,-99,-99,11,-99,16,18,19,11,-99
5/24/2022,14,-99,7,-99,-99,-99,-99,-99,-99,-99,-99,12,-99,22,18,15,12,-99
5/24/2022,15,-99,12,-99,-99,-99,-99,-99,-99,-99,-99,13,-99,27,14,25,24,-99
5/24/2022,16,-99,12,-99,-99,-99,-99,-99,-99,-99,-99,15,-99,33,10,18,33,-99
5/24/2022,17,-99,6,-99,-99,-99,-99,-99,-99,-99,-99,8,-99,31,9,12,17,-99
5/24/2022,18,-99,7,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,24,8,12,9,-99
5/24/2022,19,-99,8,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,26,8,12,13,-99
5/24/2022,20,-99,13,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,24,9,16,18,-99
5/24/2022,21,-99,9,-99,-99,-99,-99,-99,-99,-99,-99,8,-99,24,8,20,21,-99
5/24/2022,22,-99,8,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,15,5,22,24,-99
5/24/2022,23,-99,10,-99,-99,-99,-99,-99,-99,-99,-99,4,-99,18,5,17,24,-99
5/24/2022,24,-99,11,-99,-99,-99,-99,-99,-99,-99,-99,16,-99,27,10,11,22,-99
5/25/2022,1,-99,8,-99,-99,-99,-99,-99,-99,-99,-99,5,-99,20,7,16,14,-99
5/25/2022,2,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,2,-99,19,10,14,13,-99
5/25/2022,3,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,5,-99,23,7,16,15,-99
5/25/2022,4,-99,7,-99,-99,-99,-99,-99,-99,-99,-99,6,-99,16,8,14,16,-99
5/25/2022,5,-99,7,-99,-99,-99,-99,-99,-99,-99,-99,5,-99,16,7,14,14,-99
5/25/2022,6,-99,11,-99,-99,-99,-99,-99,-99,-99,-99,6,-99,26,18,22,18,-99
5/25/2022,7,-99,14,-99,-99,-99,-99,-99,-99,-99,-99,15,-99,55,19,41,31,-99
5/25/2022,8,-99,13,-99,-99,-99,-99,-99,-99,-99,-99,15,-99,59,15,66,22,-99
5/25/2022,9,-99,14,-99,-99,-99,-99,-99,-99,-99,-99,13,-99,32,17,47,32,-99
5/25/2022,10,-99,18,-99,-99,-99,-99,-99,-99,-99,-99,14,-99,30,12,46,26,-99
5/25/2022,11,-99,16,-99,-99,-99,-99,-99,-99,-99,-99,20,-99,37,21,32,23,-99
5/25/2022,12,-99,18,-99,-99,-99,-99,-99,-99,-99,-99,18,-99,34,24,30,27,-99
5/25/2022,13,-99,16,-99,-99,-99,-99,-99,-99,-99,-99,20,-99,37,18,29,26,-99
5/25/2022,14,-99,14,-99,-99,-99,-99,-99,-99,-99,-99,19,-99,39,18,27,23,-99
5/25/2022,15,-99,14,-99,-99,-99,-99,-99,-99,-99,-99,17,-99,30,14,28,24,-99
5/25/2022,16,-99,13,-99,-99,-99,-99,-99,-99,-99,-99,15,-99,33,16,23,24,-99
5/25/2022,17,-99,14,-99,-99,-99,-99,-99,-99,-99,-99,17,-99,35,12,23,25,-99
5/25/2022,18,-99,16,-99,-99,-99,-99,-99,-99,-99,-99,17,-99,58,22,22,25,-99
5/25/2022,19,-99,25,-99,-99,-99,-99,-99,-99,-99,-99,17,-99,95,22,70,33,-99
5/25/2022,20,-99,45,-99,-99,-99,-99,-99,-99,-99,-99,46,-99,74,51,57,55,-99
5/25/2022,21,-99,28,-99,-99,-99,-99,-99,-99,-99,-99,32,-99,65,31,27,39,-99
5/25/2022,22,-99,18,-99,-99,-99,-99,-99,-99,-99,-99,26,-99,36,26,29,18,-99
5/25/2022,23,-99,16,-99,-99,-99,-99,-99,-99,-99,-99,22,-99,26,22,25,18,-99
5/25/2022,24,-99,15,-99,-99,-99,-99,-99,-99,-99,-99,16,-99,21,18,30,17,-99
5/26/2022,1,-99,12,-99,-99,-99,-99,-99,-99,-99,-99,12,-99,20,16,21,15,-99
5/26/2022,2,-99,10,-99,-99,-99,-99,-99,-99,-99,-99,13,-99,30,13,19,16,-99
5/26/2022,3,-99,9,-99,-99,-99,-99,-99,-99,-99,-99,20,-99,17,13,17,16,-99
5/26/2022,4,-99,8,-99,-99,-99,-99,-99,-99,-99,-99,11,-99,22,12,17,16,-99
5/26/2022,5,-99,8,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,31,16,28,15,-99
5/26/2022,6,-99,11,-99,-99,-99,-99,-99,-99,-99,-99,11,-99,57,18,36,21,-99
5/26/2022,7,-99,17,-99,-99,-99,-99,-99,-99,-99,-99,18,-99,43,20,47,23,-99
5/26/2022,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,16,-99,45,15,36,30,-99
5/26/2022,9,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,18,-99,35,20,27,33,-99
5/26/2022,10,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,17,-99,38,15,35,28,-99
5/26/2022,11,-99,26,-99,-99,-99,-99,-99,-99,-99,-99,19,-99,37,25,37,31,-99
5/26/2022,12,-99,23,-99,-99,-99,-99,-99,-99,-99,-99,20,-99,34,-99,30,26,-99
5/26/2022,13,-99,18,-99,-99,-99,-99,-99,-99,-99,-99,19,-99,45,23,34,22,-99
5/26/2022,14,-99,20,-99,-99,-99,-99,-99,-99,-99,-99,22,-99,55,20,27,28,-99
5/26/2022,15,-99,32,-99,-99,-99,-99,-99,-99,-99,-99,26,-99,31,31,35,24,-99
5/26/2022,16,-99,19,-99,-99,-99,-99,-99,-99,-99,-99,27,-99,38,33,48,19,-99
5/26/2022,17,-99,19,-99,-99,-99,-99,-99,-99,-99,-99,18,-99,74,22,59,27,-99
5/26/2022,18,-99,33,-99,-99,-99,-99,-99,-99,-99,-99,29,-99,106,39,57,30,-99
5/26/2022,19,-99,32,-99,-99,-99,-99,-99,-99,-99,-99,39,-99,78,32,50,65,-99
5/26/2022,20,-99,26,-99,-99,-99,-99,-99,-99,-99,-99,20,-99,56,29,41,28,-99
5/26/2022,21,-99,13,-99,-99,-99,-99,-99,-99,-99,-99,17,-99,43,20,35,13,-99
5/26/2022,22,-99,7,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,34,12,33,7,-99
5/26/2022,23,-99,12,-99,-99,-99,-99,-99,-99,-99,-99,18,-99,17,18,31,13,-99
5/26/2022,24,-99,12,-99,-99,-99,-99,-99,-99,-99,-99,16,-99,17,15,26,15,-99
5/27/2022,1,-99,11,-99,-99,-99,-99,-99,-99,-99,-99,12,-99,18,13,25,12,-99
5/27/2022,2,-99,10,-99,-99,-99,-99,-99,8,-99,-99,18,-99,12,13,25,11,-99
5/27/2022,3,-99,9,-99,-99,-99,-99,-99,7,-99,-99,5,-99,12,11,16,10,-99
5/27/2022,4,-99,9,-99,-99,-99,-99,-99,17,-99,-99,9,-99,13,9,15,10,-99
5/27/2022,5,-99,10,-99,-99,-99,-99,-99,19,-99,-99,8,-99,18,7,17,13,-99
5/27/2022,6,-99,11,-99,-99,-99,-99,-99,17,-99,-99,11,-99,29,13,24,14,-99
5/27/2022,7,-99,15,-99,-99,-99,-99,-99,25,-99,-99,12,-99,43,12,31,20,-99
5/27/2022,8,-99,16,-99,-99,-99,-99,-99,23,-99,-99,12,-99,41,10,30,18,-99
5/27/2022,9,-99,20,-99,-99,-99,-99,-99,16,-99,-99,15,-99,31,13,32,22,-99
5/27/2022,10,-99,14,-99,-99,-99,-99,-99,16,-99,-99,20,-99,45,19,27,30,-99
5/27/2022,11,-99,15,-99,-99,-99,-99,-99,22,-99,-99,18,-99,50,23,30,25,-99
5/27/2022,12,-99,22,-99,-99,-99,-99,-99,28,-99,-99,20,-99,63,18,33,41,-99
5/27/2022,13,-99,24,-99,-99,-99,-99,-99,-99,-99,-99,28,-99,72,32,48,32,-99
5/27/2022,14,-99,27,-99,-99,-99,-99,-99,37,-99,-99,31,-99,72,32,35,31,-99
5/27/2022,15,-99,31,-99,-99,-99,-99,-99,44,-99,-99,34,-99,70,26,39,69,-99
5/27/2022,16,-99,31,-99,-99,-99,-99,-99,39,-99,-99,31,-99,86,23,67,103,-99
5/27/2022,17,-99,28,-99,-99,-99,-99,-99,34,-99,-99,29,-99,76,42,56,71,-99
5/27/2022,18,-99,28,-99,-99,-99,-99,-99,33,-99,-99,29,-99,68,41,57,52,-99
5/27/2022,19,-99,20,-99,-99,-99,-99,-99,28,-99,-99,22,-99,58,41,64,30,-99
5/27/2022,20,-99,25,-99,-99,-99,-99,-99,26,-99,-99,31,-99,47,34,53,24,-99
5/27/2022,21,-99,22,-99,-99,-99,-99,-99,27,-99,-99,31,-99,38,25,38,23,-99
5/27/2022,22,-99,-99,-99,-99,-99,-99,-99,19,-99,-99,18,-99,36,18,29,21,-99
5/27/2022,23,-99,14,-99,-99,-99,-99,-99,20,-99,-99,12,-99,27,15,20,20,-99
5/27/2022,24,-99,12,-99,-99,-99,-99,-99,18,-99,-99,8,-99,22,13,20,18,-99
5/28/2022,1,-99,11,-99,-99,-99,-99,-99,14,-99,-99,9,-99,16,12,18,16,-99
5/28/2022,2,-99,10,-99,-99,-99,-99,-99,14,-99,-99,10,-99,15,9,14,15,-99
5/28/2022,3,-99,8,-99,-99,-99,-99,-99,15,-99,-99,9,-99,14,11,14,16,-99
5/28/2022,4,-99,9,-99,-99,-99,-99,-99,17,-99,-99,9,-99,17,10,13,16,-99
5/28/2022,5,-99,9,-99,-99,-99,-99,-99,17,-99,-99,7,-99,18,8,16,17,-99
5/28/2022,6,-99,9,-99,-99,-99,-99,-99,20,-99,-99,9,-99,17,11,14,20,-99
5/28/2022,7,-99,12,-99,-99,-99,-99,-99,22,-99,-99,11,-99,27,12,24,17,-99
5/28/2022,8,-99,11,-99,-99,-99,-99,-99,27,-99,-99,11,-99,32,8,32,23,-99
5/28/2022,9,-99,14,-99,-99,-99,-99,-99,24,-99,-99,12,-99,30,10,32,13,-99
5/28/2022,10,-99,17,-99,-99,-99,-99,-99,19,-99,-99,14,-99,34,10,29,16,-99
5/28/2022,11,-99,17,-99,-99,-99,-99,-99,12,-99,-99,14,-99,36,15,29,16,-99
5/28/2022,12,-99,10,-99,-99,-99,-99,-99,17,-99,-99,13,-99,35,12,22,18,-99
5/28/2022,13,-99,15,-99,-99,-99,-99,-99,17,-99,-99,13,-99,32,21,26,19,-99
5/28/2022,14,-99,14,-99,-99,-99,-99,-99,18,-99,-99,14,-99,37,12,33,18,-99
5/28/2022,15,-99,15,-99,-99,-99,-99,-99,19,-99,-99,16,-99,23,18,30,20,-99
5/28/2022,16,-99,20,-99,-99,-99,-99,-99,23,-99,-99,17,-99,38,25,33,18,-99
5/28/2022,17,-99,22,-99,-99,-99,-99,-99,-99,-99,-99,22,-99,67,23,31,24,-99
5/28/2022,18,-99,24,-99,-99,-99,-99,-99,23,-99,-99,23,-99,45,22,30,38,-99
5/28/2022,19,-99,31,-99,-99,-99,-99,-99,22,-99,-99,27,-99,48,22,36,26,-99
5/28/2022,20,-99,25,-99,-99,-99,-99,-99,26,-99,-99,19,-99,48,22,30,25,-99
5/28/2022,21,-99,18,-99,-99,-99,-99,-99,23,-99,-99,20,-99,26,23,24,24,-99
5/28/2022,22,-99,18,-99,-99,-99,-99,-99,22,-99,-99,14,-99,30,19,25,24,-99
5/28/2022,23,-99,16,-99,-99,-99,-99,-99,19,-99,-99,9,-99,30,20,35,14,-99
5/28/2022,24,-99,17,-99,-99,-99,-99,-99,19,-99,-99,15,-99,22,18,23,18,-99
5/29/2022,1,-99,13,-99,-99,-99,-99,-99,18,-99,-99,12,-99,20,15,17,20,-99
5/29/2022,2,-99,9,-99,-99,-99,-99,-99,18,-99,-99,13,-99,16,9,19,18,-99
5/29/2022,3,-99,9,-99,-99,-99,-99,-99,11,-99,-99,-99,-99,14,9,17,14,-99
5/29/2022,4,-99,8,-99,-99,-99,-99,-99,14,-99,-99,6,-99,13,10,14,10,-99
5/29/2022,5,-99,6,-99,-99,-99,-99,-99,11,-99,-99,7,-99,15,13,13,13,-99
5/29/2022,6,-99,8,-99,-99,-99,-99,-99,11,-99,-99,9,-99,19,9,14,14,-99
5/29/2022,7,-99,13,-99,-99,-99,-99,-99,21,-99,-99,10,-99,43,15,19,16,-99
5/29/2022,8,-99,14,-99,-99,-99,-99,-99,19,-99,-99,10,-99,46,14,31,18,-99
5/29/2022,9,-99,11,-99,-99,-99,-99,-99,17,-99,-99,11,-99,40,10,29,18,-99
5/29/2022,10,-99,14,-99,-99,-99,-99,-99,19,-99,-99,12,-99,27,20,26,16,-99
5/29/2022,11,-99,15,-99,-99,-99,-99,-99,18,-99,-99,14,-99,23,14,25,16,-99
5/29/2022,12,-99,9,-99,-99,-99,-99,-99,17,-99,-99,10,-99,24,8,17,17,-99
5/29/2022,13,-99,12,-99,-99,-99,-99,-99,14,-99,-99,11,-99,32,8,17,17,-99
5/29/2022,14,-99,14,-99,-99,-99,-99,-99,13,-99,-99,11,-99,27,16,20,17,-99
5/29/2022,15,-99,12,-99,-99,-99,-99,-99,12,-99,-99,10,-99,23,9,19,13,-99
5/29/2022,16,-99,9,-99,-99,-99,-99,-99,16,-99,-99,10,-99,22,7,24,13,-99
5/29/2022,17,-99,11,-99,-99,-99,-99,-99,15,-99,-99,9,-99,21,11,16,13,-99
5/29/2022,18,-99,10,-99,-99,-99,-99,-99,15,-99,-99,9,-99,22,13,15,25,-99
5/29/2022,19,-99,20,-99,-99,-99,-99,-99,25,-99,-99,15,-99,46,9,14,30,-99
5/29/2022,20,-99,18,-99,-99,-99,-99,-99,22,-99,-99,9,-99,37,12,19,21,-99
5/29/2022,21,-99,13,-99,-99,-99,-99,-99,21,-99,-99,10,-99,32,15,26,15,-99
5/29/2022,22,-99,11,-99,-99,-99,-99,-99,16,-99,-99,15,-99,42,16,21,15,-99
5/29/2022,23,-99,12,-99,-99,-99,-99,-99,19,-99,-99,9,-99,37,10,30,31,-99
5/29/2022,24,-99,9,-99,-99,-99,-99,-99,-99,-99,-99,11,-99,38,9,29,22,-99
5/30/2022,1,-99,8,-99,-99,-99,-99,-99,14,-99,-99,8,-99,18,10,25,11,-99
5/30/2022,2,-99,6,-99,-99,-99,-99,-99,10,-99,-99,7,-99,10,9,15,9,-99
5/30/2022,3,-99,6,-99,-99,-99,-99,-99,11,-99,-99,13,-99,7,7,14,9,-99
5/30/2022,4,-99,7,-99,-99,-99,-99,-99,10,-99,-99,5,-99,8,7,12,9,-99
5/30/2022,5,-99,10,-99,-99,-99,-99,-99,9,-99,-99,7,-99,22,8,19,10,-99
5/30/2022,6,-99,11,-99,-99,-99,-99,-99,12,-99,-99,9,-99,27,12,14,12,-99
5/30/2022,7,-99,15,-99,-99,-99,-99,-99,16,-99,-99,12,-99,33,16,28,15,-99
5/30/2022,8,-99,15,-99,-99,-99,-99,-99,22,-99,-99,15,-99,33,17,29,15,-99
5/30/2022,9,-99,17,-99,-99,-99,-99,-99,18,-99,-99,15,-99,39,14,24,19,-99
5/30/2022,10,-99,19,-99,-99,-99,-99,-99,22,-99,-99,16,-99,38,21,31,20,-99
5/30/2022,11,-99,15,-99,-99,-99,-99,-99,19,-99,-99,19,-99,41,23,31,21,-99
5/30/2022,12,-99,14,-99,-99,-99,-99,-99,20,-99,-99,17,-99,36,15,30,23,-99
5/30/2022,13,-99,21,-99,-99,-99,-99,-99,27,-99,-99,17,-99,42,18,25,28,-99
5/30/2022,14,-99,16,-99,-99,-99,-99,-99,19,-99,-99,20,-99,37,20,27,25,-99
5/30/2022,15,-99,10,-99,-99,-99,-99,-99,18,-99,-99,14,-99,35,9,25,30,-99
5/30/2022,16,-99,19,-99,-99,-99,-99,-99,30,-99,-99,19,-99,43,6,29,28,-99
5/30/2022,17,-99,22,-99,-99,-99,-99,-99,25,-99,-99,24,-99,49,10,26,58,-99
5/30/2022,18,-99,38,-99,-99,-99,-99,-99,35,-99,-99,40,-99,40,6,29,49,-99
5/30/2022,19,-99,37,-99,-99,-99,-99,-99,34,-99,-99,32,-99,49,20,43,34,-99
5/30/2022,20,-99,21,-99,-99,-99,-99,-99,18,-99,-99,19,-99,26,21,38,20,-99
5/30/2022,21,-99,10,-99,-99,-99,-99,-99,12,-99,-99,12,-99,19,15,19,13,-99
5/30/2022,22,-99,10,-99,-99,-99,-99,-99,8,-99,-99,10,-99,18,10,15,13,-99
5/30/2022,23,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,7,-99,17,7,10,8,-99
5/30/2022,24,-99,5,-99,-99,-99,-99,-99,-99,-99,-99,5,-99,23,8,13,8,-99
5/31/2022,1,-99,5,-99,-99,-99,-99,-99,6,-99,-99,6,-99,14,10,16,9,-99
5/31/2022,2,-99,7,-99,-99,-99,-99,-99,9,-99,-99,7,-99,14,6,17,10,-99
5/31/2022,3,-99,9,-99,-99,-99,-99,-99,12,-99,-99,5,-99,17,7,21,11,-99
5/31/2022,4,-99,8,-99,-99,-99,-99,-99,9,-99,-99,3,-99,17,7,26,12,-99
5/31/2022,5,-99,13,-99,-99,-99,-99,-99,14,-99,-99,-99,-99,24,7,30,12,-99
5/31/2022,6,-99,12,-99,-99,-99,-99,-99,15,-99,-99,-99,-99,38,11,31,14,-99
5/31/2022,7,-99,17,-99,-99,-99,-99,-99,26,-99,-99,12,-99,38,11,31,17,-99
5/31/2022,8,-99,14,-99,-99,-99,-99,-99,34,-99,-99,18,-99,36,14,29,23,-99
5/31/2022,9,-99,17,-99,-99,-99,-99,-99,33,-99,-99,17,-99,-99,19,34,26,-99
5/31/2022,10,-99,13,-99,-99,-99,-99,-99,24,-99,-99,13,-99,-99,10,36,30,-99
5/31/2022,11,-99,14,-99,-99,-99,-99,-99,28,-99,-99,13,-99,-99,19,31,25,-99
5/31/2022,12,-99,14,-99,-99,-99,-99,-99,21,-99,-99,13,-99,-99,20,30,24,-99
5/31/2022,13,-99,11,-99,-99,-99,-99,-99,21,-99,-99,7,-99,-99,13,22,23,-99
5/31/2022,14,-99,9,-99,-99,-99,-99,-99,14,-99,-99,9,-99,-99,7,19,20,-99
5/31/2022,15,-99,9,-99,-99,-99,-99,-99,14,-99,-99,9,-99,-99,8,23,16,-99
5/31/2022,16,-99,32,-99,-99,-99,-99,-99,54,-99,-99,23,-99,-99,11,54,45,-99
5/31/2022,17,-99,45,-99,-99,-99,-99,-99,40,-99,-99,91,-99,-99,79,67,56,-99
5/31/2022,18,-99,20,-99,-99,-99,-99,-99,38,-99,-99,32,-99,-99,54,58,38,-99
5/31/2022,19,-99,7,-99,-99,-99,-99,-99,14,-99,-99,12,-99,-99,22,42,15,-99
5/31/2022,20,-99,9,-99,-99,-99,-99,-99,11,-99,-99,14,-99,21,17,26,11,-99
5/31/2022,21,-99,8,-99,-99,-99,-99,-99,8,-99,-99,11,-99,18,16,19,11,-99
5/31/2022,22,-99,11,-99,-99,-99,-99,-99,6,-99,-99,16,-99,37,12,34,10,-99
5/31/2022,23,-99,13,-99,-99,-99,-99,-99,12,-99,-99,14,-99,26,13,33,13,-99
5/31/2022,24,-99,11,-99,-99,-99,-99,5,12,-99,-99,21,-99,20,14,20,11,-99
6/1/2022,1,-99,9,-99,-99,-99,-99,7,11,-99,-99,10,-99,25,9,15,11,-99
6/1/2022,2,-99,8,-99,-99,-99,-99,6,11,-99,-99,7,-99,16,6,19,12,-99
6/1/2022,3,-99,7,-99,-99,-99,-99,3,12,-99,-99,5,-99,14,7,19,10,-99
6/1/2022,4,-99,7,-99,-99,-99,-99,2,16,-99,-99,5,-99,11,1,14,10,-99
6/1/2022,5,-99,7,-99,-99,-99,-99,3,17,-99,-99,5,-99,18,6,12,15,-99
6/1/2022,6,-99,10,-99,-99,-99,-99,3,19,-99,-99,6,-99,27,10,22,17,-99
6/1/2022,7,-99,11,-99,-99,-99,-99,3,25,-99,-99,11,-99,51,15,36,19,-99
6/1/2022,8,-99,14,-99,-99,-99,-99,4,28,-99,-99,12,-99,52,12,29,19,-99
6/1/2022,9,-99,16,-99,-99,-99,-99,6,27,-99,-99,12,-99,36,11,36,21,-99
6/1/2022,10,-99,15,-99,-99,-99,-99,8,26,-99,-99,13,-99,28,7,35,24,-99
6/1/2022,11,-99,17,-99,-99,-99,-99,9,17,-99,-99,13,-99,54,17,27,21,-99
6/1/2022,12,-99,15,-99,-99,-99,-99,8,19,-99,-99,14,-99,30,20,28,19,-99
6/1/2022,13,-99,14,-99,-99,-99,-99,12,17,-99,-99,16,-99,30,17,19,16,-99
6/1/2022,14,-99,15,-99,-99,-99,-99,12,15,-99,-99,15,-99,46,18,24,17,-99
6/1/2022,15,-99,17,-99,-99,-99,-99,11,32,-99,-99,21,-99,50,17,30,42,-99
6/1/2022,16,-99,28,-99,-99,-99,-99,16,26,-99,-99,26,-99,52,18,31,50,-99
6/1/2022,17,-99,18,-99,-99,-99,-99,16,43,-99,-99,21,-99,68,20,23,62,-99
6/1/2022,18,-99,23,-99,-99,-99,-99,17,-99,-99,-99,15,-99,62,16,42,78,-99
6/1/2022,19,-99,22,-99,-99,-99,-99,18,-99,-99,-99,23,-99,37,29,32,29,-99
6/1/2022,20,-99,15,-99,-99,-99,-99,19,-99,-99,-99,29,-99,27,18,23,19,-99
6/1/2022,21,-99,13,-99,-99,-99,-99,13,-99,-99,-99,11,-99,31,17,23,14,-99
6/1/2022,22,-99,10,-99,-99,-99,-99,9,-99,-99,-99,19,-99,24,15,28,13,-99
6/1/2022,23,-99,7,-99,-99,-99,-99,5,-99,-99,-99,10,-99,11,11,18,10,-99
6/1/2022,24,-99,3,-99,-99,-99,-99,4,-99,-99,-99,2,-99,9,12,13,7,-99
6/2/2022,1,-99,4,-99,-99,-99,-99,4,-99,-99,-99,3,-99,7,9,12,5,-99
6/2/2022,2,-99,4,-99,-99,-99,-99,3,-99,-99,-99,7,-99,5,7,9,4,-99
6/2/2022,3,-99,2,-99,-99,-99,-99,1,-99,-99,-99,7,-99,6,6,8,6,-99
6/2/2022,4,-99,3,-99,-99,-99,-99,1,-99,-99,-99,4,-99,7,2,11,4,-99
